,State,Year,Quarter,District,Reg_Users,App_Opens
2930,NCT of Delhi,2019,3,south west district,567496,12320743
2931,NCT of Delhi,2019,3,south east delhi district,821304,21257734
2932,NCT of Delhi,2019,3,shahdara district,391827,7812781
2933,NCT of Delhi,2019,3,north east district,334361,6815269
2934,NCT of Delhi,2019,3,east district,532254,14414183
2935,NCT of Delhi,2019,3,north west district,709448,15312330
2936,NCT of Delhi,2019,3,north district,554029,13548032
2937,NCT of Delhi,2019,4,south district,533716,14624629
2938,NCT of Delhi,2019,4,central district,711015,19757936
2939,NCT of Delhi,2019,4,new delhi district,757888,19347259
2940,NCT of Delhi,2019,4,west district,1081496,22958268
2941,NCT of Delhi,2019,4,south west district,605482,12908740
2942,NCT of Delhi,2019,4,south east delhi district,883080,22762701
2943,NCT of Delhi,2019,4,shahdara district,425305,8243112
2944,NCT of Delhi,2019,4,north east district,366088,7378000
2945,NCT of Delhi,2019,4,east district,568283,15006362
2946,NCT of Delhi,2019,4,north west district,758620,15608488
2947,NCT of Delhi,2019,4,north district,598910,14087176
2948,NCT of Delhi,2020,1,south district,570329,14596406
2949,NCT of Delhi,2020,1,central district,765149,20077306
2950,NCT of Delhi,2020,1,new delhi district,810489,19988931
2951,NCT of Delhi,2020,1,west district,1160353,23777985
2952,NCT of Delhi,2020,1,south west district,644981,13628530
2953,NCT of Delhi,2020,1,south east delhi district,947535,23452400
2954,NCT of Delhi,2020,1,shahdara district,460186,8525491
2955,NCT of Delhi,2020,1,north east district,399504,7741484
2956,NCT of Delhi,2020,1,east district,604768,15229722
2957,NCT of Delhi,2020,1,north west district,814249,16316454
2958,NCT of Delhi,2020,1,north district,648654,14929277
2959,NCT of Delhi,2020,2,south district,608062,10923789
2960,NCT of Delhi,2020,2,central district,821609,12170177
2961,NCT of Delhi,2020,2,new delhi district,858515,13813232
2962,NCT of Delhi,2020,2,west district,1243875,19803207
2963,NCT of Delhi,2020,2,south west district,688199,13239503
2964,NCT of Delhi,2020,2,south east delhi district,1011931,17824740
2965,NCT of Delhi,2020,2,shahdara district,498710,7264987
2966,NCT of Delhi,2020,2,north east district,437601,8199505
2967,NCT of Delhi,2020,2,east district,641233,12112696
2968,NCT of Delhi,2020,2,north west district,877218,15252379
2969,NCT of Delhi,2020,2,north district,704186,12248038
2970,NCT of Delhi,2020,3,south district,651616,13811149
2971,NCT of Delhi,2020,3,central district,888536,17811726
2972,NCT of Delhi,2020,3,new delhi district,912051,19755770
2973,NCT of Delhi,2020,3,west district,1343895,27128183
2974,NCT of Delhi,2020,3,south west district,739034,16937109
2975,NCT of Delhi,2020,3,south east delhi district,1088989,23898063
2976,NCT of Delhi,2020,3,shahdara district,543831,10118652
2977,NCT of Delhi,2020,3,north east district,479924,10076533
2978,NCT of Delhi,2020,3,east district,685955,15039504
2979,NCT of Delhi,2020,3,north west district,946954,19440720
2980,NCT of Delhi,2020,3,north district,763389,16007620
2981,NCT of Delhi,2020,4,south district,699303,17854518
2982,NCT of Delhi,2020,4,central district,962750,25639012
2983,NCT of Delhi,2020,4,new delhi district,971715,26150844
2984,NCT of Delhi,2020,4,west district,1451042,34210894
2985,NCT of Delhi,2020,4,south west district,792331,20471250
2986,NCT of Delhi,2020,4,south east delhi district,1174221,31579571
2987,NCT of Delhi,2020,4,shahdara district,591192,12836928
2988,NCT of Delhi,2020,4,north east district,525117,12410314
2989,NCT of Delhi,2020,4,east district,734091,19059130
2990,NCT of Delhi,2020,4,north west district,1019187,23345284
2991,NCT of Delhi,2020,4,north district,827019,19876007
2992,NCT of Delhi,2021,1,south district,749173,20969765
2993,NCT of Delhi,2021,1,central district,1035060,31035635
2994,NCT of Delhi,2021,1,new delhi district,1039016,31041137
2995,NCT of Delhi,2021,1,west district,1559112,38915888
2996,NCT of Delhi,2021,1,south west district,849223,22664421
2997,NCT of Delhi,2021,1,south east delhi district,1260645,37073920
2998,NCT of Delhi,2021,1,shahdara district,636908,14514305
2999,NCT of Delhi,2021,1,north east district,567107,13760602
3000,NCT of Delhi,2021,1,east district,786308,21924687
3001,NCT of Delhi,2021,1,north west district,1094464,26122744
3002,NCT of Delhi,2021,1,north district,890194,23178496
3003,NCT of Delhi,2021,2,south district,799590,12452858
3004,NCT of Delhi,2021,2,central district,1105640,16081193
3005,NCT of Delhi,2021,2,new delhi district,1108471,16849531
3006,NCT of Delhi,2021,2,west district,1666267,23164797
3007,NCT of Delhi,2021,2,south west district,906878,14495551
3008,NCT of Delhi,2021,2,south east delhi district,1346063,20866055
3009,NCT of Delhi,2021,2,shahdara district,681073,8634338
3010,NCT of Delhi,2021,2,north east district,607021,9159772
3011,NCT of Delhi,2021,2,east district,839185,12706259
3012,NCT of Delhi,2021,2,north west district,1170137,16390828
3013,NCT of Delhi,2021,2,north district,952374,14196592
3014,NCT of Delhi,2021,3,south district,855177,16742627
3015,NCT of Delhi,2021,3,central district,1184217,24898251
3016,NCT of Delhi,2021,3,new delhi district,1185588,24104453
3017,NCT of Delhi,2021,3,west district,1785309,31060472
3018,NCT of Delhi,2021,3,south west district,971552,18051807
3019,NCT of Delhi,2021,3,south east delhi district,1441462,29182451
3020,NCT of Delhi,2021,3,shahdara district,730209,11815518
3021,NCT of Delhi,2021,3,north east district,651695,11448245
3022,NCT of Delhi,2021,3,east district,898137,16541558
3023,NCT of Delhi,2021,3,north west district,1254464,21044731
3024,NCT of Delhi,2021,3,north district,1022251,18954263
3025,NCT of Delhi,2021,4,south district,911399,25318053
3026,NCT of Delhi,2021,4,central district,1263911,39285773
3027,NCT of Delhi,2021,4,new delhi district,1263818,40877291
3028,NCT of Delhi,2021,4,west district,1905278,45912758
3029,NCT of Delhi,2021,4,south west district,1036466,26351151
3030,NCT of Delhi,2021,4,south east delhi district,1537814,45953793
3031,NCT of Delhi,2021,4,shahdara district,779798,18226720
3032,NCT of Delhi,2021,4,north east district,696743,18668707
3033,NCT of Delhi,2021,4,east district,957392,23373406
3034,NCT of Delhi,2021,4,north west district,1339480,32390512
3035,NCT of Delhi,2021,4,north district,1093028,29311189
3036,NCT of Delhi,2022,1,south district,963775,4684890
3037,NCT of Delhi,2022,1,central district,1338465,6409314
3038,NCT of Delhi,2022,1,new delhi district,1336911,6165616
3039,NCT of Delhi,2022,1,west district,2017435,8118532
3040,NCT of Delhi,2022,1,south west district,1097016,4590648
3041,NCT of Delhi,2022,1,south east delhi district,1628157,7357594
3042,NCT of Delhi,2022,1,shahdara district,826148,2924454
3043,NCT of Delhi,2022,1,north east district,739301,3042375
3044,NCT of Delhi,2022,1,east district,1013024,3852805
3045,NCT of Delhi,2022,1,north west district,1419688,5396333
3046,NCT of Delhi,2022,1,north district,1159277,4981592
3047,NCT of Delhi,2022,2,south district,1013938,4587356
3048,NCT of Delhi,2022,2,central district,1409776,5948542
3049,NCT of Delhi,2022,2,new delhi district,1406687,5625084
3050,NCT of Delhi,2022,2,west district,2124626,7350241
3051,NCT of Delhi,2022,2,south west district,1155288,4151379
3052,NCT of Delhi,2022,2,south east delhi district,1714507,6702101
3053,NCT of Delhi,2022,2,shahdara district,870461,2605709
3054,NCT of Delhi,2022,2,north east district,779621,2614033
3055,NCT of Delhi,2022,2,east district,1066632,3524812
3056,NCT of Delhi,2022,2,north west district,1496002,4758442
3057,NCT of Delhi,2022,2,north district,1222605,4685381
3058,NCT of Delhi,2022,3,south district,1065631,4638847
3059,NCT of Delhi,2022,3,central district,1483786,5742476
3060,NCT of Delhi,2022,3,new delhi district,1479669,5253294
3061,NCT of Delhi,2022,3,west district,2235907,6992655
3062,NCT of Delhi,2022,3,south west district,1215697,3934907
3063,NCT of Delhi,2022,3,south east delhi district,1804123,6340232
3064,NCT of Delhi,2022,3,shahdara district,917096,2440841
3065,NCT of Delhi,2022,3,north east district,822038,2460332
3066,NCT of Delhi,2022,3,east district,1121596,3393992
3067,NCT of Delhi,2022,3,north west district,1575473,4399466
3068,NCT of Delhi,2022,3,north district,1288507,4322456
3069,NCT of Delhi,2022,4,south district,1117981,30173803
3070,NCT of Delhi,2022,4,central district,1558400,47227767
3071,NCT of Delhi,2022,4,new delhi district,1552874,49393657
3072,NCT of Delhi,2022,4,west district,2348063,52947462
3073,NCT of Delhi,2022,4,south west district,1275864,29437122
3074,NCT of Delhi,2022,4,south east delhi district,1894776,53203998
3075,NCT of Delhi,2022,4,shahdara district,963656,21436265
3076,NCT of Delhi,2022,4,north east district,864990,20440755
3077,NCT of Delhi,2022,4,east district,1177294,25719895
3078,NCT of Delhi,2022,4,north west district,1655730,36305502
3079,NCT of Delhi,2022,4,north district,1354521,35578523
3080,Goa,2018,1,north goa district,57769,0
3081,Goa,2018,1,south goa district,34167,0
3082,Goa,2018,2,north goa district,76192,0
3083,Goa,2018,2,south goa district,45982,0
3084,Goa,2018,3,north goa district,95307,0
3085,Goa,2018,3,south goa district,58495,0
3086,Goa,2018,4,north goa district,121001,0
3087,Goa,2018,4,south goa district,74349,0
3088,Goa,2019,1,north goa district,147802,0
3089,Goa,2019,1,south goa district,90350,0
3090,Goa,2019,2,north goa district,173002,835794
3091,Goa,2019,2,south goa district,105938,516438
3092,Goa,2019,3,north goa district,197361,2920579
3093,Goa,2019,3,south goa district,119833,1833313
3094,Goa,2019,4,north goa district,220385,4020633
3095,Goa,2019,4,south goa district,133161,2269910
3096,Goa,2020,1,north goa district,244309,4665113
3097,Goa,2020,1,south goa district,147591,2482120
3098,Goa,2020,2,north goa district,267533,3107692
3099,Goa,2020,2,south goa district,163106,2202434
3100,Goa,2020,3,north goa district,294195,3452539
3101,Goa,2020,3,south goa district,180767,2677227
3102,Goa,2020,4,north goa district,326479,6920554
3103,Goa,2020,4,south goa district,201105,4070564
3104,Goa,2021,1,north goa district,352593,10384042
3105,Goa,2021,1,south goa district,217442,5083630
3106,Goa,2021,2,north goa district,376703,6869935
3107,Goa,2021,2,south goa district,232403,5840426
3108,Goa,2021,3,north goa district,403952,8991751
3109,Goa,2021,3,south goa district,249506,7583360
3110,Goa,2021,4,north goa district,430814,18057835
3111,Goa,2021,4,south goa district,266364,10230419
3112,Goa,2022,1,north goa district,456250,9699093
3113,Goa,2022,1,south goa district,282378,8979705
3114,Goa,2022,2,north goa district,480353,9824694
3115,Goa,2022,2,south goa district,297426,9237463
3116,Goa,2022,3,north goa district,504946,9634393
3117,Goa,2022,3,south goa district,312884,10078371
3118,Goa,2022,4,north goa district,527826,26805263
3119,Goa,2022,4,south goa district,327376,16199949
3120,Gujarat,2018,1,anand district,68052,0
3121,Gujarat,2018,1,jamnagar district,52416,0
3122,Gujarat,2018,1,devbhumi dwarka district,15809,0
3123,Gujarat,2018,1,rajkot district,133017,0
3124,Gujarat,2018,1,aravallis district,21932,0
3125,Gujarat,2018,1,chhotaudepur district,6581,0
3126,Gujarat,2018,1,botad district,23738,0
3127,Gujarat,2018,1,bharuch district,101575,0
3128,Gujarat,2018,1,bhavnagar district,87683,0
3129,Gujarat,2018,1,junagadh district,35171,0
3130,Gujarat,2018,1,mahesana district,97004,0
3131,Gujarat,2018,1,the dangs district,2285,0
3132,Gujarat,2018,1,kheda district,43776,0
3133,Gujarat,2018,1,surat district,489852,0
3134,Gujarat,2018,1,porbandar district,12401,0
3135,Gujarat,2018,1,gandhinagar district,118201,0
3136,Gujarat,2018,1,panch mahals district,32263,0
3137,Gujarat,2018,1,narmada district,6464,0
3138,Gujarat,2018,1,gir somnath district,28292,0
3139,Gujarat,2018,1,valsad district,80138,0
3140,Gujarat,2018,1,mahisagar district,11048,0
3141,Gujarat,2018,1,sabar kantha district,45018,0
3142,Gujarat,2018,1,tapi district,14231,0
3143,Gujarat,2018,1,vadodara district,205722,0
3144,Gujarat,2018,1,banas kantha district,93506,0
3145,Gujarat,2018,1,amreli district,31443,0
3146,Gujarat,2018,1,ahmadabad district,572811,0
3147,Gujarat,2018,1,dohad district,16212,0
3148,Gujarat,2018,1,navsari district,35437,0
3149,Gujarat,2018,1,patan district,41580,0
3150,Gujarat,2018,1,kachchh district,97838,0
3151,Gujarat,2018,1,surendranagar district,38223,0
3152,Gujarat,2018,1,morbi district,30329,0
3153,Gujarat,2018,2,anand district,90911,0
3154,Gujarat,2018,2,jamnagar district,68512,0
3155,Gujarat,2018,2,devbhumi dwarka district,20804,0
3156,Gujarat,2018,2,rajkot district,174778,0
3157,Gujarat,2018,2,aravallis district,29047,0
3158,Gujarat,2018,2,chhotaudepur district,9053,0
3159,Gujarat,2018,2,botad district,32883,0
3160,Gujarat,2018,2,bharuch district,134500,0
3161,Gujarat,2018,2,bhavnagar district,115812,0
3162,Gujarat,2018,2,junagadh district,46665,0
3163,Gujarat,2018,2,mahesana district,127614,0
3164,Gujarat,2018,2,the dangs district,3047,0
3165,Gujarat,2018,2,kheda district,60097,0
3166,Gujarat,2018,2,surat district,652372,0
3167,Gujarat,2018,2,porbandar district,16137,0
3168,Gujarat,2018,2,gandhinagar district,155539,0
3169,Gujarat,2018,2,panch mahals district,42575,0
3170,Gujarat,2018,2,narmada district,8940,0
3171,Gujarat,2018,2,gir somnath district,37769,0
3172,Gujarat,2018,2,valsad district,107556,0
3173,Gujarat,2018,2,mahisagar district,15010,0
3174,Gujarat,2018,2,sabar kantha district,59955,0
3175,Gujarat,2018,2,tapi district,19255,0
3176,Gujarat,2018,2,vadodara district,271730,0
3177,Gujarat,2018,2,banas kantha district,125849,0
3178,Gujarat,2018,2,amreli district,42021,0
3179,Gujarat,2018,2,ahmadabad district,751746,0
3180,Gujarat,2018,2,dohad district,21983,0
3181,Gujarat,2018,2,navsari district,47911,0
3182,Gujarat,2018,2,patan district,55482,0
3183,Gujarat,2018,2,kachchh district,128064,0
3184,Gujarat,2018,2,surendranagar district,51527,0
3185,Gujarat,2018,2,morbi district,40681,0
3186,Gujarat,2018,3,anand district,116188,0
3187,Gujarat,2018,3,jamnagar district,84886,0
3188,Gujarat,2018,3,devbhumi dwarka district,26394,0
3189,Gujarat,2018,3,rajkot district,215459,0
3190,Gujarat,2018,3,aravallis district,37199,0
3191,Gujarat,2018,3,chhotaudepur district,12302,0
3192,Gujarat,2018,3,botad district,40559,0
3193,Gujarat,2018,3,bharuch district,169322,0
3194,Gujarat,2018,3,bhavnagar district,141243,0
3195,Gujarat,2018,3,junagadh district,57716,0
3196,Gujarat,2018,3,mahesana district,157274,0
3197,Gujarat,2018,3,the dangs district,4052,0
3198,Gujarat,2018,3,kheda district,80213,0
3199,Gujarat,2018,3,surat district,808005,0
3200,Gujarat,2018,3,porbandar district,19921,0
3201,Gujarat,2018,3,gandhinagar district,190882,0
3202,Gujarat,2018,3,panch mahals district,53825,0
3203,Gujarat,2018,3,narmada district,11957,0
3204,Gujarat,2018,3,gir somnath district,47541,0
3205,Gujarat,2018,3,valsad district,136470,0
3206,Gujarat,2018,3,mahisagar district,19564,0
3207,Gujarat,2018,3,sabar kantha district,74642,0
3208,Gujarat,2018,3,tapi district,25095,0
3209,Gujarat,2018,3,vadodara district,335125,0
3210,Gujarat,2018,3,banas kantha district,159591,0
3211,Gujarat,2018,3,amreli district,53845,0
3212,Gujarat,2018,3,ahmadabad district,919252,0
3213,Gujarat,2018,3,dohad district,28857,0
3214,Gujarat,2018,3,navsari district,60676,0
3215,Gujarat,2018,3,patan district,68979,0
3216,Gujarat,2018,3,kachchh district,158762,0
3217,Gujarat,2018,3,surendranagar district,65325,0
3218,Gujarat,2018,3,morbi district,52062,0
3219,Gujarat,2018,4,anand district,146258,0
3220,Gujarat,2018,4,jamnagar district,103876,0
3221,Gujarat,2018,4,devbhumi dwarka district,32660,0
3222,Gujarat,2018,4,rajkot district,260602,0
3223,Gujarat,2018,4,aravallis district,46665,0
3224,Gujarat,2018,4,chhotaudepur district,16321,0
3225,Gujarat,2018,4,botad district,49066,0
3226,Gujarat,2018,4,bharuch district,211843,0
3227,Gujarat,2018,4,bhavnagar district,173699,0
3228,Gujarat,2018,4,junagadh district,70174,0
3229,Gujarat,2018,4,mahesana district,192493,0
3230,Gujarat,2018,4,the dangs district,5165,0
3231,Gujarat,2018,4,kheda district,103292,0
3232,Gujarat,2018,4,surat district,998807,0
3233,Gujarat,2018,4,porbandar district,24373,0
3234,Gujarat,2018,4,gandhinagar district,242368,0
3235,Gujarat,2018,4,panch mahals district,68139,0
3236,Gujarat,2018,4,narmada district,15550,0
3237,Gujarat,2018,4,gir somnath district,58991,0
3238,Gujarat,2018,4,valsad district,172711,0
3239,Gujarat,2018,4,mahisagar district,25483,0
3240,Gujarat,2018,4,sabar kantha district,91898,0
3241,Gujarat,2018,4,tapi district,31929,0
3242,Gujarat,2018,4,vadodara district,421895,0
3243,Gujarat,2018,4,banas kantha district,197774,0
3244,Gujarat,2018,4,amreli district,67020,0
3245,Gujarat,2018,4,ahmadabad district,1212636,0
3246,Gujarat,2018,4,dohad district,36773,0
3247,Gujarat,2018,4,navsari district,75930,0
3248,Gujarat,2018,4,patan district,84408,0
3249,Gujarat,2018,4,kachchh district,195295,0
3250,Gujarat,2018,4,surendranagar district,80167,0
3251,Gujarat,2018,4,morbi district,64779,0
3252,Gujarat,2019,1,anand district,175515,0
3253,Gujarat,2019,1,jamnagar district,121494,0
3254,Gujarat,2019,1,devbhumi dwarka district,38898,0
3255,Gujarat,2019,1,rajkot district,304415,0
3256,Gujarat,2019,1,aravallis district,56005,0
3257,Gujarat,2019,1,chhotaudepur district,20287,0
3258,Gujarat,2019,1,botad district,58126,0
